Probes	GSM65752	GSM65753	GSM65755	GSM65757	GSM65758	GSM65760	GSM65761	GSM65762	GSM65763	GSM65764	GSM65767	GSM65768	GSM65769	GSM65770	GSM65771	GSM65772	GSM65773	GSM65774	GSM65775	GSM65776	GSM65779	GSM65781	GSM65783	GSM65784	GSM65785	GSM65786	GSM65788	GSM65789	GSM65790	GSM65791	GSM65792	GSM65793	GSM65794	GSM65795	GSM65796	GSM65797	GSM65798	GSM65799	GSM65800	GSM65801	GSM65803	GSM65804	GSM65805	GSM65806	GSM65807	GSM65808	GSM65811	GSM65814	GSM65815	GSM65816	GSM65817	GSM65818	GSM65819	GSM65821	GSM65822	GSM65824	GSM65830	GSM65831	GSM65832	GSM65833	GSM65834	GSM65836	GSM65837	GSM65839	GSM65841	GSM65842	GSM65843	GSM65844	GSM65845	GSM65848	GSM65850	GSM65853	GSM65855	GSM65857	GSM65860	GSM65861	GSM65862	GSM65863	GSM65865	GSM65866	GSM65867	GSM65868	GSM65869	GSM65870	GSM65871	GSM65872	GSM65873	GSM65874	GSM65875	GSM65878	GSM65880
213335_s_at	4.598066	4.322951	4.438935	4.355293	4.331912	4.52224	4.266724	4.241979	4.308004	4.25643	4.211079	4.492249	4.287625	4.419567	4.392942	4.31923	4.184224	4.305602	4.26371	4.412608	4.394518	4.383221	4.268327	4.202983	4.470684	4.260629	4.257766	4.299755	4.210421	4.200133	4.36985	4.246484	4.269981	4.225254	4.405784	4.413609	4.264708	4.325901	4.297064	4.173838	4.197082	4.342743	4.661021	4.439548	4.520251	4.309429	4.48804	4.297122	4.262911	4.319653	4.230792	4.401525	4.251979	4.760763	4.807182	4.868751	4.733451	4.866821	4.812228	4.78419	4.551349	4.884808	4.789853	4.780627	4.861505	4.926999	4.817637	4.863507	4.760563	4.993448	4.730487	4.708094	4.878751	4.884867	4.736675	4.865877	4.868692	4.724578	4.919991	4.835999	4.766999	4.806035	4.693771	4.769719	4.798537	4.77079	4.798537	4.841485	4.759708	4.741581	4.793851
204556_s_at	7.796905	7.376376	6.763909	7.184619	7.195996	7.099228	6.820126	7.299354	7.49655	7.514188	7.33684	7.252614	7.136401	7.4179	7.584878	7.074072	7.079916	6.876976	7.427038	7.307898	7.573278	6.994831	7.271579	7.034071	7.308802	7.073186	7.321371	7.317301	7.307408	7.413807	8.290385	7.204346	7.35088	7.715111	7.392294	7.326136	6.94189	7.255655	7.719465	7.072558	7.347514	8.077223	6.889623	7.543976	7.575443	7.397447	7.058231	7.565754	7.096812	8.299963	7.299672	7.546444	7.014113	6.082048	6.155859	6.836551	6.395025	6.103429	6.346751	6.367262	6.01777	6.464417	6.087076	6.392281	6.781319	6.766963	6.27143	6.380379	7.119769	6.334934	6.924444	6.590962	5.921427	6.355849	6.222837	6.419406	6.368673	6.741003	6.672522	6.133738	6.149338	6.061004	6.34382	6.33388	6.496162	6.628947	6.617197	7.106728	6.104295	6.89136	6.605655
203276_at	8.802105	7.551018	7.763234	8.33144	7.138785	7.933495	7.909407	6.54381	6.973179	7.369717	6.906071	7.732712	8.007379	6.547945	7.128339	7.881845	7.501553	7.673864	7.663539	8.702222	6.901876	6.618809	7.083852	7.959358	6.931379	7.564645	6.771392	7.364422	7.676139	6.665358	9.247524	6.907685	7.77119	8.169777	7.048517	6.627985	7.448054	6.976568	7.839525	7.094881	6.997174	8.230751	8.120516	8.787325	6.544893	7.116349	7.506971	6.748864	7.837858	8.354458	7.850422	7.645292	8.491386	7.08337	6.782229	6.183143	6.008406	7.207751	6.771089	6.623912	6.571134	6.454077	6.975448	7.721664	7.103197	7.818806	6.802666	6.841315	6.848044	6.234792	7.283715	6.217437	6.78137	7.352943	6.361898	6.452396	5.318462	6.727181	6.098634	7.923018	6.319528	7.404124	7.489041	7.417342	6.29447	6.692198	6.709761	6.485097	6.279986	6.581026	6.006238
201289_at	10.26733	10.190483	10.417911	10.150298	10.915723	10.119557	9.793008	10.511901	11.057582	10.877769	9.850013	9.793151	10.464826	11.450364	10.850156	9.799514	11.142945	9.490813	10.827234	11.115732	10.427189	9.629319	11.898273	9.802673	10.597778	9.367823	10.91738	11.859294	10.947807	10.669452	9.3568	11.361469	10.060634	9.570392	11.207029	10.361411	10.583744	11.02564	10.693657	10.416989	11.070686	10.913709	11.156699	9.993821	11.644586	11.182159	10.994456	10.735989	10.489316	10.053255	8.759708	10.421553	9.677822	9.958625	10.405183	9.111136	9.459129	7.803934	8.513739	8.832103	8.669574	9.846694	8.665166	9.265386	9.689349	8.161643	9.239797	8.322883	9.396489	10.643177	8.28407	9.424794	10.088388	9.505992	9.6545	10.107491	10.590587	10.384322	11.431346	9.780276	10.051027	8.355009	8.713698	8.366561	9.285463	10.972717	11.367472	9.296042	6.78585	10.298252	10.540728
201060_x_at	8.929912	9.371982	8.635993	9.739073	9.4947	9.448836	8.268986	9.385502	9.296928	9.735654	8.587194	9.912074	9.491202	9.430908	9.263073	9.236086	9.07647	8.899722	9.629745	9.788688	9.050912	9.671257	9.081522	10.015162	9.455274	9.836498	9.519084	9.381271	9.523723	9.430739	9.466618	9.379032	8.921164	8.434706	9.218568	9.293813	9.974314	8.48006	8.749406	9.778547	8.913181	8.905132	9.077135	8.879997	9.253929	9.747176	10.420612	9.592476	8.665892	7.31264	9.400966	9.278271	9.291356	10.73151	9.672458	10.290952	9.309094	9.271953	10.712576	9.750124	9.549889	9.968331	9.109359	9.178488	9.361181	9.829365	10.21347	9.999551	8.83149	9.821816	9.37505	10.50316	10.79495	9.441572	8.463341	9.68366	10.990954	9.683725	10.459047	9.403792	8.613919	10.569067	10.087172	10.269999	9.658182	10.170755	10.452294	10.127385	9.514966	8.553141	9.840674
213975_s_at	9.392057	8.1723	8.641069	8.534671	10.398862	9.800928	10.412195	8.029791	10.092477	9.68948	8.634825	10.498983	11.172247	8.69683	7.845485	11.214645	9.048798	8.404303	10.743138	9.015794	9.131016	7.363248	9.910863	10.46618	8.242593	8.612451	8.473685	7.833347	9.226667	8.267643	10.256992	8.444605	11.033755	9.363304	7.585017	7.784934	9.672416	8.647939	9.073354	9.69192	8.935973	9.092926	8.439955	11.218949	7.899669	9.751714	8.993446	8.599987	8.123081	6.550697	10.810319	8.758293	11.434058	10.74894	11.784919	10.601286	8.588959	8.491856	8.392297	10.851589	10.047085	9.567757	10.324095	10.846699	11.348935	11.687728	11.39251	8.016296	11.344056	9.417468	11.541393	8.926844	9.787835	10.074194	9.19552	10.579459	8.747258	12.126923	9.067297	10.086972	9.70937	10.140699	10.171542	10.873511	9.126574	10.569588	10.188721	9.093558	8.839719	9.05734	9.356129
203037_s_at	9.211974	9.692125	10.290299	10.096686	10.382156	10.428262	9.591038	9.077497	10.086145	9.754836	9.327537	10.674208	9.415792	9.131557	10.15238	9.629656	10.190842	9.483892	9.994862	9.60564	9.79924	10.474483	9.875151	10.946681	9.902726	11.064757	10.03137	10.511151	10.088793	9.841363	10.596372	9.623674	10.064666	10.261304	9.986362	9.58713	10.328617	9.150798	9.374842	8.861713	9.450705	9.137165	9.485698	9.534258	10.390401	9.946483	11.495575	10.902507	10.533493	9.990553	9.738498	9.908092	9.21863	9.282832	10.370099	10.117973	10.509573	11.537828	9.910932	9.627643	9.542085	9.952694	10.814084	10.554436	9.99482	9.259446	8.461597	9.855111	10.045211	10.65459	9.859177	10.193819	10.414836	10.018431	9.544505	10.128119	10.778542	11.291794	9.945422	10.548592	9.555619	10.568292	10.079144	11.96888	10.203037	10.582785	10.24628	10.558601	11.202061	9.464586	10.155985
221117_at	5.218661	5.153053	5.287982	5.157781	5.139251	5.115272	5.361999	5.224383	5.151282	5.182518	5.246948	5.057516	5.129591	5.000479	5.543554	5.175851	5.294674	5.119696	4.856046	5.090811	5.169235	5.38425	5.144162	5.220088	4.979044	5.207169	5.070398	5.062493	5.167132	5.403272	5.201746	5.244449	5.676476	5.369935	5.122639	5.171482	5.043116	5.211666	5.231841	5.087211	5.027312	5.046686	5.282935	5.294114	5.240778	5.260896	5.205932	5.071047	5.253199	5.055025	5.313855	5.218311	5.20989	4.843469	4.835457	4.844373	4.818389	5.221941	4.869629	4.956269	4.964416	5.110975	4.875135	4.869925	4.933735	5.183424	4.934584	5.05797	4.976391	4.970696	5.187477	5.040362	4.816381	4.916376	4.970696	5.02974	4.760995	4.82663	5.146486	5.004225	5.151822	5.293265	4.937552	5.078248	5.101464	4.8	5.293633	5.143661	5.31585	5.147772	4.987243
215087_at	6.55949	6.098656	5.905545	6.235538	6.194409	6.374436	5.915447	6.126959	6.018391	6.18818	5.945597	6.144714	6.197666	6.332458	6.687028	6.444808	6.1457	5.990466	5.915074	6.331112	6.016784	6.405627	6.598431	5.575591	5.817783	5.649698	5.936637	6.419722	5.964625	6.204369	6.169156	6.08111	6.74546	6.395956	6.117873	6.01746	5.980682	5.718571	5.8468	5.890486	6.415678	6.027213	6.247759	6.463602	6.54336	6.385368	5.84227	6.432676	5.956571	5.96864	6.184206	6.155301	6.349089	6.234826	6.220578	5.969739	5.918161	6.405028	5.933038	6.433209	5.875288	6.168919	6.216982	6.367214	6.447993	6.314718	6.502372	6.232454	6.459665	6.328427	6.218841	6.29737	5.87033	6.405813	6.142618	6.497509	6.348399	6.293788	6.444387	6.323919	6.422699	6.605857	6.359686	6.232433	6.302023	6.365648	6.245717	6.559951	6.664636	6.475057	6.088302
208322_s_at	6.749293	6.938981	7.736302	7.242017	6.853914	8.096639	6.931363	7.449603	7.471202	7.348299	6.844848	7.124946	6.931299	6.889237	6.816058	7.22085	7.427334	7.638177	7.358898	6.471289	6.599242	7.4096	6.819587	8.800586	7.81075	8.194702	7.108491	7.11179	7.183033	6.509703	6.934007	6.71986	6.581791	6.475963	6.925858	6.746921	7.135105	6.919064	6.885811	7.604632	7.151295	7.128565	6.715351	7.239563	6.498799	7.185134	7.602702	7.68647	7.492308	7.129941	6.728978	6.866594	6.737957	6.393013	6.379342	6.696707	7.7632	7.70198	6.904315	7.545041	7.481725	6.604707	6.77041	7.479353	6.963471	6.349178	6.68995	7.096349	6.004635	6.764316	6.494101	6.758689	6.579947	7.481821	6.491635	6.512685	6.67582	6.679675	6.661261	7.43855	6.080606	8.414338	7.171642	8.151242	6.216403	6.491313	5.805178	5.948186	6.137845	6.167644	6.973314
209837_at	7.386566	7.215897	7.605454	7.117444	6.871957	6.827209	6.9229	7.344512	7.052751	7.202547	7.289305	7.620237	6.782747	7.160186	7.187368	7.643512	7.405488	7.156025	7.150038	7.198913	7.328827	7.399813	7.146921	7.071003	6.722317	6.649736	6.892995	6.753593	7.28686	7.23752	7.082969	7.318034	7.096697	7.382564	6.984976	6.886355	6.875495	6.888549	7.416849	7.301107	7.194093	7.226564	6.749095	6.745749	7.011578	7.054555	7.222677	7.243389	6.978552	7.654841	7.126931	7.370147	6.980754	8.088692	8.206647	7.66975	7.994215	8.137073	8.270291	8.278001	8.198735	8.148393	8.42017	8.186877	7.840395	7.676428	8.073967	7.901595	8.282023	8.050493	8.370569	8.240307	7.968517	8.166787	8.122818	7.743191	8.430656	7.669003	8.04371	8.44411	8.086513	7.695954	8.331324	7.916661	8.155983	7.962499	7.65891	7.570196	8.295981	8.719744	8.780481
202230_s_at	9.302692	9.029067	9.221021	9.182654	9.265912	8.871324	9.882589	8.6488	8.903041	8.987509	8.66288	9.226916	9.003829	8.995033	8.372535	8.811018	8.57698	9.113766	9.166066	8.776104	8.998961	8.679147	9.134784	8.999316	9.063146	8.909515	9.077907	8.779068	9.079192	8.741007	9.586391	9.002736	8.567979	9.069363	9.387633	8.889036	9.256067	8.97141	9.016004	9.302435	9.450479	9.118175	9.291313	8.963037	8.746661	9.271721	9.296056	8.974226	9.587006	11.107376	8.680991	8.677268	8.965005	8.640358	8.573632	9.015825	9.251761	9.627022	8.604108	8.893933	8.328362	8.055311	9.262458	8.82921	8.340898	8.6479	8.266355	8.590506	8.507481	8.686882	8.324436	8.736069	8.73527	8.659711	8.691165	8.520741	8.68639	8.864971	8.038935	8.552242	9.055263	8.772454	8.692345	8.626297	9.234774	9.126101	8.804614	9.098519	8.331127	9.226641	8.500382
210173_at	4.774768	4.678773	4.687502	4.730275	4.729198	4.800493	4.662512	4.57721	4.598066	4.925284	4.713374	4.767755	4.754389	4.663775	4.685821	4.813531	4.683691	4.813061	4.592672	4.611781	4.702048	4.77267	4.601228	4.7247	4.736978	4.797473	4.612378	4.745186	4.685008	4.788814	4.578427	4.754513	5.223739	4.739046	4.631723	5.030805	4.720522	4.639551	4.854273	4.668952	4.646582	4.813967	4.631157	4.85716	4.820766	4.612396	4.713684	4.762787	4.521625	4.746879	4.737145	4.654958	4.847487	5.263074	5.326822	5.157794	5.054886	5.282927	5.116672	5.309008	5.378826	5.236926	5.151233	5.390386	5.271677	5.388502	5.266748	5.233403	5.4075	5.141864	5.389288	5.343468	5.172852	5.380367	5.142079	5.301906	5.315243	5.301185	5.254559	5.300947	5.315341	5.211063	5.255177	5.271073	5.199337	5.250712	5.239456	5.281557	5.521183	5.339554	5.324979
214844_s_at	7.933152	7.470032	6.832764	7.050807	7.851474	7.093124	7.097554	7.494606	7.731809	7.649566	7.525262	7.634323	7.274197	7.57516	7.625829	7.495335	7.080864	7.206234	7.760809	7.911173	7.613507	7.337159	7.463561	7.066658	7.418541	7.278972	7.200248	7.561978	7.830572	7.469554	7.577215	7.185049	7.492443	8.378934	7.213755	7.669565	7.453063	7.341269	7.414064	7.022797	7.548862	8.382913	7.665484	9.270733	7.879176	7.424537	7.021327	7.505225	7.356022	7.411324	7.263493	7.526329	7.458357	7.651348	8.027436	8.081474	7.845922	7.59648	8.072684	8.05795	7.735599	7.920445	8.23369	7.63081	8.152926	7.859308	7.896347	7.87596	8.126472	8.169261	8.248202	8.300973	7.756572	7.950457	7.697778	7.898695	7.552498	8.215296	7.710056	7.744302	8.124309	7.888389	7.629691	7.895356	8.119658	8.223631	8.162633	8.661175	7.851727	8.313376	7.84743
216934_at	6.457379	6.761844	6.562539	6.852042	6.334956	6.975253	6.697813	6.581522	6.649707	6.598048	6.968774	6.565096	6.650835	6.783646	6.715488	6.639404	6.484186	6.587042	6.685867	6.620897	6.603729	6.960221	6.69217	6.503638	6.54617	6.603976	6.410425	6.685752	6.57019	6.61584	6.57817	6.368004	6.956212	6.624134	6.391705	6.609277	6.481497	6.821949	6.666968	6.794776	6.784265	6.839138	6.929831	6.872265	6.800022	6.733945	6.557215	6.951199	6.636285	6.677424	6.705874	6.777166	6.843643	6.614216	6.801031	6.356722	7.036552	6.553218	6.702917	6.814114	6.508484	6.518139	6.58494	6.410562	6.631211	6.954481	6.581116	6.710722	6.888661	6.582256	6.743662	6.691116	6.571899	6.727337	6.77494	6.708389	6.749247	6.447533	6.651076	6.66394	6.499552	6.585216	6.783795	6.557757	6.554941	6.818165	6.572512	6.703658	6.565389	6.519377	6.628356
209572_s_at	8.412911	7.803955	7.887028	7.769817	7.793977	7.535677	7.854995	7.50197	7.723136	8.022151	7.150948	8.139059	8.921621	7.691992	7.503173	7.958801	7.472594	7.992895	7.811059	8.18474	8.253532	7.561746	7.969139	8.106179	7.750781	7.989151	7.978046	7.182566	7.837019	7.696917	9.119258	7.781051	7.188612	7.92279	8.299518	7.147788	8.127047	7.69473	7.545033	7.79186	7.567637	8.21552	7.600594	7.66234	7.614576	7.667385	7.966387	7.278576	7.965242	8.209107	7.402969	7.474744	8.808542	8.233783	9.184286	8.101064	8.204097	7.892026	8.181181	7.950563	8.436338	7.85188	8.417725	8.202654	9.075097	8.003909	8.603046	7.931905	7.827573	8.052551	7.927404	7.49	8.000402	7.795277	8.280346	7.253748	8.143255	8.200609	7.424667	8.032635	8.322337	7.559016	7.715006	8.257148	7.811525	8.897213	8.598398	8.843601	7.358183	7.757161	7.755133
215123_at	6.617691	6.649618	6.387277	6.489821	7.16131	6.828447	6.966632	6.542837	6.902472	6.41592	6.712304	6.066876	6.207264	6.345277	7.1755	6.984349	7.391384	6.291666	6.325811	6.586752	6.425724	6.427732	6.961165	6.896896	6.937217	6.784054	8.038161	7.195296	6.109949	6.411272	6.197828	7.413456	7.236687	6.172406	6.775947	7.167591	6.652112	7.239361	6.636288	6.816532	8.366037	7.813521	7.616597	6.926382	6.656171	7.408391	7.167567	6.302327	7.156939	7.219886	6.313608	6.151172	5.910429	9.881094	9.50058	9.352877	6.616032	8.46196	6.784902	9.123953	6.767323	8.986926	6.550744	7.964495	9.476382	8.171217	8.543182	8.380526	7.761207	6.954757	7.014543	8.809566	9.946351	7.572698	7.21314	7.974432	6.65933	7.11131	8.319226	7.301313	7.582001	8.339272	6.986664	6.427163	7.86059	6.537871	7.669665	9.670531	7.055599	7.524181	7.540393
221767_x_at	10.232038	10.43195	10.157955	10.174064	10.520692	10.115131	10.029583	10.263504	9.865801	10.136847	10.462782	10.113061	10.048603	9.942997	10.034798	10.099875	10.062502	9.836293	9.891816	10.110193	10.30112	10.277824	10.094996	9.263482	10.158062	9.673792	9.934859	9.8344	9.988857	10.295934	10.106518	9.966756	10.320447	9.830495	10.162516	9.906632	9.831331	10.003812	10.105445	9.999957	10.313277	9.796625	10.327836	9.927016	9.790487	10.048691	9.940117	10.001801	10.090177	10.130638	9.589962	10.002404	10.052549	9.770111	9.560966	9.854651	9.959637	9.68564	10.259392	9.455067	10.139202	9.422061	9.803904	9.904528	9.509209	9.614951	10.345669	9.584164	10.413581	9.851056	10.032801	9.843591	10.058226	9.927669	10.116532	9.919633	9.669695	9.297919	10.011495	10.009202	9.925235	9.731912	9.944057	9.468627	9.639555	9.921457	9.757075	9.549257	9.181949	10.010529	9.914767
202211_at	7.905477	7.475031	6.732813	7.47155	8.084975	7.407721	6.705027	7.20948	7.109769	7.446946	8.227864	7.481063	7.734777	7.274816	6.941736	6.765775	6.831683	6.637393	7.495705	7.090484	7.505381	7.041648	7.370539	7.48094	7.3138	6.447052	7.44805	7.071611	7.28555	7.740324	7.903721	6.961386	7.758446	7.515288	7.762471	7.250435	6.979465	7.502834	7.477212	7.056091	7.594273	8.706057	7.05592	7.558089	7.329562	7.660147	7.508657	7.791201	7.407554	6.888183	6.897463	7.270223	7.520726	7.567664	7.753379	7.924436	8.391588	7.494077	7.699475	7.454965	7.34075	7.617313	7.717375	7.65716	7.807542	7.624525	8.482895	7.345126	8.275748	8.414052	7.984861	8.202	7.484237	7.308843	7.861574	8.815773	7.068412	8.264969	7.26865	8.073754	8.15845	7.93317	7.395247	7.552685	7.705045	8.192714	8.590513	8.452949	7.924436	8.008126	7.802448
217772_s_at	10.031883	9.955188	9.895072	9.561285	9.564735	9.291306	8.965841	9.748084	9.32949	9.601667	9.136675	10.092034	10.010937	9.612996	9.17671	9.572379	9.640713	9.911891	9.796017	9.504305	9.785867	9.737515	8.758508	9.721661	9.799645	9.977484	8.803993	8.889359	9.249336	8.987468	10.41734	9.301756	8.940451	10.259854	9.620269	9.443645	9.152123	9.464868	9.707431	9.666135	9.445372	10.257914	9.747069	9.927476	9.211135	9.219795	9.609956	9.341126	9.466129	9.013367	9.418756	9.459048	10.356375	10.488252	10.885265	10.452685	10.301028	10.417686	10.486465	10.368856	10.906949	10.369426	10.851481	10.822557	11.368067	11.624393	10.871608	10.820682	11.550393	10.496766	11.207455	10.444919	10.655688	10.830389	10.688963	11.145844	10.39883	11.491608	10.095747	10.630619	11.193296	10.008429	10.208005	11.071803	10.332228	10.697279	10.526757	10.022761	10.371222	10.386887	10.506937
222296_at	6.344402	6.336434	6.187986	6.548235	6.474226	6.408184	6.602307	6.201152	6.464296	6.289376	6.899762	6.294662	6.200924	6.421419	6.67006	6.640478	6.757572	6.421827	6.143012	6.484255	6.39844	6.844388	6.651395	6.173443	6.481497	6.306175	6.409287	6.597126	6.283121	6.546883	6.333053	6.436795	6.392279	6.60344	6.326113	6.608781	6.437623	6.499713	6.059716	6.406711	6.492022	6.712243	6.762854	6.437504	6.772142	6.3269	6.375745	6.452275	6.397105	6.477033	6.29562	6.407207	6.500024	7.536922	7.797303	7.673897	7.595275	7.838524	7.606348	7.841986	7.2919	7.619014	7.531279	7.431548	7.837384	7.68506	7.571602	7.973658	7.662083	7.505881	7.467058	7.631693	7.504767	7.540902	7.531632	7.607248	7.759517	7.343833	7.644571	7.64889	7.446835	7.622221	7.553004	7.557706	7.661702	7.499979	7.481421	7.634035	7.818275	7.943933	7.53529
217528_at	4.068477	7.362121	4.504275	4.66684	4.341468	4.140806	4.078849	4.926333	4.050435	6.532141	4.230981	8.200859	4.463368	4.251371	4.303535	4.928055	4.091623	4.17873	4.012576	5.521011	9.017805	4.222299	4.051961	4.153514	5.117683	4.002358	4.828088	4.120714	4.160948	5.308054	3.833156	4.302129	9.179124	4.228491	4.109155	4.179144	3.896853	4.130209	5.68395	4.093137	4.072341	4.116584	4.125746	3.834325	4.084317	4.010003	3.971932	4.290251	3.90818	4.037938	4.029381	4.061798	9.268107	5.105469	4.440855	8.587629	9.337911	6.870445	4.736414	4.562761	4.330532	4.536117	4.467833	5.236982	4.384792	4.341646	4.463322	4.459663	4.554416	4.543492	4.383036	4.299136	11.403111	4.474918	4.479962	10.712637	4.502122	4.454935	4.460076	9.310626	4.837718	4.549599	4.521523	4.725238	4.551042	4.775643	4.575142	4.748305	4.447496	4.528034	5.172424
202682_s_at	8.986595	9.336384	8.797323	9.049987	8.793343	9.411862	10.374084	9.459674	9.70515	9.154778	9.362365	8.118721	8.985878	8.897219	9.533918	9.495977	9.010582	9.005214	8.877823	8.642481	9.395674	9.063927	9.44477	9.279874	8.743255	8.938917	9.422997	9.250206	8.922653	8.846315	8.926042	9.206286	9.161345	8.893581	9.876519	9.347632	9.464506	9.179383	9.199582	8.463946	9.428296	9.179604	8.252871	8.950108	9.091416	9.47936	9.406646	8.974224	9.75222	6.588364	8.856608	9.003974	9.129041	8.522351	8.166287	8.726384	9.080936	9.023729	9.060596	8.686151	8.877371	8.427632	9.327066	8.23802	8.066394	8.270786	8.347372	8.452884	8.309184	8.392146	8.71544	8.685732	8.896448	8.541888	8.603571	8.541692	8.624392	8.397751	8.771199	8.848823	9.211221	8.578537	7.9742	8.408613	8.966213	8.869176	8.577773	8.673018	8.446143	8.894805	8.296552
202971_s_at	7.397066	7.196903	7.566281	7.218485	7.467233	7.096064	7.198047	7.658875	7.233708	7.456401	6.090532	7.567017	7.665744	7.238364	7.052343	7.692827	6.723119	6.509995	7.914014	6.595969	7.285949	6.239784	7.010845	7.000183	7.092344	6.537612	7.483563	6.765605	7.831291	6.710711	7.076838	7.266991	6.695632	7.373088	7.622281	7.67638	7.198061	6.764901	7.073428	6.61719	7.079769	7.482338	7.540815	7.303497	6.842784	7.334274	8.893127	7.491931	6.46851	6.696701	7.387043	7.076552	7.634799	8.132791	6.858524	7.090513	7.556107	6.638742	7.49094	7.38679	7.297521	7.586653	6.788993	8.021353	7.366206	7.622897	7.004753	6.591329	7.364294	7.377971	7.609291	7.391195	7.304299	7.616039	7.122287	6.948995	6.738508	7.653209	7.048429	7.33569	6.763311	6.835232	7.266497	8.247676	7.024012	8.113201	7.12296	7.731828	6.238261	6.87016	6.595336
220132_s_at	4.176923	3.946822	4.021136	4.166782	4.051652	4.466578	4.104155	4.383727	4.438743	4.791025	4.139585	4.251508	4.708561	4.127827	4.251893	5.182344	4.236508	4.446006	5.180837	3.898202	4.147557	4.193572	4.207554	4.33811	4.174928	4.012869	4.590114	4.253517	4.585626	4.318068	4.836717	4.135751	4.470991	4.174371	4.154726	4.062076	4.338201	4.012784	4.294372	4.076851	4.106371	3.990297	4.076819	4.069389	4.14819	4.025752	4.427351	4.139517	4.120335	4.150368	4.416151	4.322788	4.616659	5.253805	5.3456	4.491788	4.494297	4.661595	4.43387	4.756393	4.45451	4.528178	4.274459	4.463277	5.556827	5.058152	4.759688	4.333537	4.426263	4.755879	5.388734	4.461189	4.391999	4.503778	4.218015	4.441624	4.753501	4.911685	4.352926	4.639685	4.441766	4.520913	4.549706	5.249815	4.529491	4.711267	4.473283	4.466464	4.616827	4.397018	4.436043
207488_at	6.045502	5.859138	5.991976	6.03885	6.017351	6.275269	5.912349	5.855333	5.817386	5.945762	6.158035	5.85	5.982593	6.064141	5.921396	6.046107	5.979013	5.944324	5.785362	5.738899	5.949173	5.984299	6.103427	5.776183	5.971457	6.089828	5.843095	6.026475	5.955172	5.99328	5.900214	5.935631	5.939023	5.925351	5.882935	6.187694	5.885603	5.966743	5.98459	5.926487	6.167518	5.854788	5.651355	5.938731	6.114017	5.802964	6.088512	6.050394	5.974975	6.180088	5.935474	5.775223	6.084149	7.211026	7.213583	6.964334	7.035576	7.269332	6.986469	7.15007	7.20466	7.519321	7.022338	7.281024	7.302517	7.512581	7.26437	7.009207	7.451152	7.243773	7.115795	7.164315	7.065419	7.151349	7.217332	7.316841	7.179054	7.198806	7.599385	7.132317	7.147446	6.976486	6.982731	7.010842	7.178164	6.990312	7.276408	6.969903	7.051429	7.19126	7.326836
213020_at	7.678104	7.392935	7.516266	7.580083	7.40813	8.283486	8.334606	8.472569	7.770428	7.321251	7.593241	7.799931	7.655223	7.405849	7.789149	7.472819	7.720029	8.048496	7.808745	7.399509	7.663236	7.689431	7.561708	7.706587	7.386322	7.542283	7.501001	7.725856	7.578144	7.765865	7.458963	7.720406	7.614325	7.256018	7.797439	7.696989	7.907666	7.568753	7.526144	7.662633	7.499094	7.318113	7.626181	7.14897	7.555341	7.860838	7.306351	7.546993	8.060474	8.293945	7.498467	7.578366	7.5683	8.301956	8.085225	7.931407	8.570285	8.126596	8.129064	8.255801	8.486597	8.037663	8.389374	7.963766	8.071859	8.082049	7.816976	7.86951	7.983349	7.993197	7.711796	7.872799	8.004272	8.124852	8.188961	7.820406	8.162336	8.069912	8.187625	8.824398	8.028256	8.317814	8.656079	9.907261	8.490932	8.074367	8.11551	8.52428	8.238827	8.17261	8.373707
213445_at	7.189512	7.554251	7.4974	7.462767	7.285439	7.702884	7.873246	7.552605	7.250476	7.675218	7.363622	7.815508	6.935164	7.218676	7.859654	7.24485	7.615626	7.779315	7.151039	7.244207	7.112678	7.588483	7.638225	7.687595	6.951254	7.84208	7.550322	7.088047	7.496377	7.567214	7.704037	7.738329	7.283157	7.077929	7.194752	7.399208	7.467162	7.022422	7.220662	7.410799	7.511307	7.295601	7.041334	7.505883	7.368957	7.508813	8.259609	7.718023	7.615416	7.950415	7.295028	7.440374	7.135629	7.936204	8.059998	7.672904	7.99735	8.675038	7.699513	7.91608	8.239021	8.000373	8.497356	8.727134	7.735077	7.913314	8.233398	7.775767	8.099712	7.700943	7.827689	7.873421	7.775803	8.363155	7.700439	7.935614	7.822002	7.922235	8.017528	8.309039	7.798796	8.965964	7.791448	8.189095	7.976869	7.956265	7.886162	7.630364	7.806448	7.820244	8.125684
213767_at	6.30228	6.440352	6.129548	6.321457	6.414582	6.475444	6.34322	6.387386	6.432023	6.24064	6.701281	6.411796	6.191116	6.330547	6.681947	6.669688	6.219003	6.093002	6.171298	6.171546	6.217167	6.541884	6.494442	6.316209	6.392854	6.338416	6.362793	6.488565	6.376501	6.406799	6.346714	6.360667	6.293301	6.648576	6.280584	6.541174	6.316764	6.338948	6.314746	6.398245	6.454789	6.418873	6.43673	6.368258	6.594633	6.265371	6.349885	6.42429	6.268645	6.462201	6.500134	6.368793	6.358468	6.712661	6.858302	6.553871	6.502027	6.815231	6.591503	7.091727	6.556327	6.711098	6.661925	6.768242	6.674508	6.910527	6.955699	6.802517	7.103774	6.892292	6.912536	6.903271	6.725763	6.940618	6.64956	6.717804	6.644712	6.898032	6.61847	6.664365	6.741729	6.9152	6.849109	6.728452	6.886258	6.650707	6.876154	6.525434	7.007595	6.905025	6.899269
