Probes	GSM65752	GSM65753	GSM65755	GSM65757	GSM65758	GSM65760	GSM65761	GSM65762	GSM65763	GSM65764	GSM65767	GSM65768	GSM65769	GSM65770	GSM65771	GSM65772	GSM65773	GSM65774	GSM65775	GSM65776	GSM65779	GSM65781	GSM65783	GSM65784	GSM65785	GSM65786	GSM65788	GSM65789	GSM65790	GSM65791	GSM65792	GSM65793	GSM65794	GSM65795	GSM65796	GSM65797	GSM65798	GSM65799	GSM65800	GSM65801	GSM65803	GSM65804	GSM65805	GSM65806	GSM65807	GSM65808	GSM65811	GSM65814	GSM65815	GSM65816	GSM65817	GSM65818	GSM65819	GSM65821	GSM65822	GSM65824	GSM65830	GSM65831	GSM65832	GSM65833	GSM65834	GSM65836	GSM65837	GSM65839	GSM65841	GSM65842	GSM65843	GSM65844	GSM65845	GSM65848	GSM65850	GSM65853	GSM65855	GSM65857	GSM65860	GSM65861	GSM65862	GSM65863	GSM65865	GSM65866	GSM65867	GSM65868	GSM65869	GSM65870	GSM65871	GSM65872	GSM65873	GSM65874	GSM65875	GSM65878	GSM65880
203355_s_at	7.445581	9.54334	6.95549	6.893815	9.530701	4.920117	4.862919	7.57577	9.405226	7.844291	10.002974	8.189193	6.548478	8.714574	8.570288	5.725857	7.636602	4.792914	7.067532	5.087051	9.384624	8.610271	9.710174	6.231695	10.297109	9.687126	9.789053	6.013115	6.015196	9.672872	6.934861	6.341673	6.288669	6.54372	10.042416	7.541483	9.754886	9.830518	6.875458	8.291602	8.41481	7.757124	5.852532	6.142928	6.393278	7.208861	7.36929	8.033259	10.043972	7.125258	7.314604	7.287092	5.620925	7.816198	5.202076	7.480234	9.181541	5.155311	10.14815	5.612283	5.166492	6.530541	8.009735	7.190486	5.413611	5.849052	5.341315	5.1107	4.927883	10.575364	6.60193	9.322193	6.987695	8.382541	10.889552	6.535393	9.066774	7.213436	5.617085	5.423092	8.641494	5.521151	7.378509	5.547077	6.497919	7.766786	8.314636	7.550129	5.308676	8.332601	5.490164
221408_x_at	5.848867	6.144875	5.931316	5.835931	6.1019	5.831221	6.066482	6.202695	6.078603	6.112082	6.44583	6.00629	5.978899	5.928097	6.401748	6.040422	6.12805	6.061849	6.126097	6.29636	6.170062	6.183214	6.213582	5.807288	6.429849	5.728908	6.285707	6.15683	6.162988	6.054825	6.103916	6.119757	5.637375	6.116814	5.888205	6.341639	6.223616	6.055361	5.753969	6.28552	5.947344	6.261398	6.150435	6.047751	6.275187	5.956651	5.985011	6.096727	6.265134	6.472831	6.611338	6.187511	5.702774	6.392896	6.685842	6.505296	6.394547	6.623248	6.578675	6.290014	6.449165	6.574888	6.483188	6.352248	6.676268	6.505296	6.54065	6.861764	7.112598	6.213727	6.43392	6.590213	6.382444	6.898944	6.181276	6.568831	6.356357	6.373874	6.657483	6.556913	6.438977	6.589177	6.638978	6.336412	6.3948	6.505296	6.577291	6.29827	6.650409	7.251724	6.509283
218284_at	8.485764	8.30851	8.261508	9.061145	8.039275	8.542408	8.180355	8.448998	9.342611	8.565238	7.760119	7.473146	8.239551	8.804242	8.346329	8.379758	8.649641	8.193566	8.83581	8.347016	8.332175	8.760183	8.539214	8.453869	8.33007	8.555198	8.537529	8.905974	8.057838	8.81684	7.846625	8.571427	8.155873	8.391327	8.318717	8.590638	8.555362	8.682169	8.478957	9.064296	8.966609	8.310407	7.872078	7.611524	8.764461	8.515937	8.168549	8.13987	8.363508	8.781377	8.543601	8.213598	7.879773	8.726951	8.397923	8.66142	8.235071	8.419945	8.303977	8.755225	8.717141	8.461569	8.979545	8.46037	7.888014	7.870917	7.534639	8.616293	8.003687	8.81906	8.108976	8.553858	8.437427	8.220851	8.147965	8.00674	9.317171	8.103681	8.645816	7.642278	7.936902	8.529832	9.688754	8.539395	9.452253	9.009276	8.135847	9.011381	7.672714	8.610101	8.478322
221306_at	7.108948	6.729825	6.949454	7.074224	6.745281	7.428958	6.711993	6.920291	6.562364	6.925315	7.059229	6.98635	7.086408	7.042546	7.200367	6.921411	7.133638	7.154679	7.095777	6.831142	6.872569	6.916003	6.875142	6.943341	6.494594	6.964914	6.620999	6.437682	6.97999	6.942653	6.937983	6.789929	7.254936	7.254489	6.633827	7.275514	6.846635	7.10492	7.347241	6.734779	6.731981	6.893827	6.952397	7.284087	7.24563	7.054745	6.924505	6.996461	6.905288	6.88445	7.174041	7.156546	7.098645	8.056518	7.965893	7.841261	7.927439	8.092535	7.839459	8.218979	7.835544	8.222265	7.987461	8.025138	8.044292	8.50901	8.04149	8.016607	8.1436	8.092535	8.409606	8.233537	7.638094	8.34929	8.135288	8.175464	8.000452	7.929492	8.236655	8.088667	7.949879	8.151597	8.092535	8.060015	7.977322	8.062582	8.003145	7.871511	8.147408	8.065185	8.105846
222250_s_at	7.617719	7.638107	8.055317	7.417388	7.31399	7.768711	6.858805	6.837912	6.562039	7.178235	6.914239	8.965833	7.486137	7.127205	7.435563	7.470015	7.169978	7.151753	7.507169	7.16665	7.691217	7.121138	7.213404	7.776238	7.173032	7.408359	7.586733	7.006464	7.251321	7.641425	8.989251	7.630614	7.866293	7.617377	7.350005	7.28019	7.333523	7.629237	7.213791	7.000398	7.328433	7.449865	7.616633	7.930054	7.129132	7.153328	6.902739	7.232483	7.499632	7.907091	7.100695	7.340735	7.636798	7.098759	7.07751	6.733487	7.100594	6.877204	7.793237	6.503694	6.959656	6.549761	7.866709	6.594947	7.357149	7.22659	6.95014	7.228085	6.837622	6.886153	6.922196	6.642935	7.545662	7.32435	7.008141	6.979783	6.609624	6.943693	6.073989	7.242457	7.206317	6.814667	7.349183	7.000092	6.49168	7.019922	7.05205	6.38089	8.603761	6.179462	6.536958
206822_s_at	5.666695	5.913372	5.574616	5.622312	5.527355	5.65435	6.132657	5.960316	5.722793	5.36676	5.567987	5.332554	5.42218	5.734732	5.793319	5.505724	6.034284	5.961304	5.606753	5.824947	5.84962	6.091088	6.073782	5.531242	5.707431	5.568251	5.690608	5.883984	5.306503	6.161885	5.272922	6.087342	5.674327	5.411815	5.822004	5.981783	5.62799	5.916275	5.55539	5.682591	5.72087	5.767456	5.732399	5.88321	5.804253	5.75608	5.269915	5.682398	5.642997	5.643287	5.62632	5.522082	5.34758	5.926495	6.352638	5.838299	6.126774	6.130128	5.659777	6.159623	6.120764	5.955145	6.101816	5.37564	6.134157	5.814032	5.620452	6.296915	6.308267	6.137342	5.913113	6.118068	5.96108	6.134568	6.012	5.733331	6.091516	5.504385	5.762927	6.120139	5.922692	6.128807	5.800987	5.785925	5.975793	5.96108	5.978872	6.081464	6.109317	6.122779	5.989172
201374_x_at	4.331918	4.326604	4.40453	4.254407	4.361351	4.370784	4.331167	4.237251	4.23341	4.285604	4.620815	4.328185	4.348458	4.203883	4.095901	4.299358	4.378123	4.355811	4.324569	4.123894	4.169815	4.403351	4.144449	4.340998	4.373547	4.392087	4.480403	4.375429	4.288656	4.237998	4.477686	4.11082	4.276989	4.329872	4.276143	4.228737	4.414922	4.413955	4.450794	4.329226	4.402505	4.367253	4.294335	4.233868	4.540213	4.074851	4.439573	4.29875	4.374577	4.428483	4.478242	4.161043	4.145573	5.017157	4.981756	5.007614	4.801144	5.027241	5.030281	5.048132	5.270675	5.292998	4.992352	5.008432	5.330362	5.136913	5.189274	5.346588	5.227031	4.907065	5.091722	5.030119	5.007358	5.041217	5.054932	4.941815	5.295364	5.140241	5.283557	5.050519	4.897863	4.988642	5.482149	4.921792	4.93188	4.730433	5.099376	4.528537	4.946763	4.96163	5.01589
208739_x_at	10.639218	9.795595	10.274644	9.596962	10.277716	9.717437	9.783263	11.306101	10.344168	10.458772	9.788651	10.882494	10.781461	10.33247	9.575032	10.517729	10.178188	10.257954	11.154008	10.289722	9.754715	10.143008	9.283886	10.643408	10.471352	10.855477	9.911998	9.635425	10.459461	9.54988	11.172967	10.241136	10.448165	10.865385	10.354543	10.086717	10.373521	10.162365	10.409663	10.41556	9.94034	9.809286	9.677687	9.830683	10.171916	10.1173	10.079273	10.273518	10.203307	11.13251	10.705436	10.479295	11.474771	10.873979	11.021466	11.123008	10.692817	9.716752	11.250264	11.19916	11.302007	11.121547	11.05252	10.875257	11.299932	11.373763	10.671814	10.863725	11.597602	10.925826	10.922159	10.594909	10.927408	11.254052	10.949792	10.817576	11.540244	11.458622	10.921674	10.871762	10.951869	10.93111	11.710663	11.977104	9.869507	10.445473	9.869638	9.785942	10.52809	11.448107	10.888007
210192_at	5.554004	5.662093	5.544099	5.403592	5.255647	5.820786	5.588294	5.695566	5.386904	5.519127	5.593269	5.365103	5.590757	5.540715	5.711929	5.77719	5.399354	5.572042	5.629681	5.760748	5.583834	6.039665	5.536761	5.567226	5.746588	5.249969	5.164834	5.438297	5.508199	5.461497	5.672589	5.517454	5.865752	5.797052	5.346249	5.643412	5.381134	5.504015	5.516323	5.186527	5.499965	5.606582	5.759076	6.001199	5.853549	5.420647	5.278682	5.591468	5.661504	5.261673	5.778561	5.623845	5.56761	6.414721	6.220993	5.881881	6.185368	6.287914	6.094952	6.32609	6.08389	6.217394	6.176615	6.105775	6.502709	6.496861	6.654214	6.266091	6.531645	6.099412	6.635216	6.203951	6.159602	6.187134	6.162966	6.417383	6.37461	6.255496	5.961348	6.166904	6.348818	6.173956	6.226377	6.288178	6.305789	6.188431	6.153343	6.175479	8.060076	6.335035	6.099153
216398_at	6.022165	5.735525	5.911203	5.747458	5.907005	6.241607	5.952196	5.91489	5.890263	5.888113	6.171072	6.045638	5.762434	5.698326	6.154503	5.956028	5.966079	5.764356	5.631524	5.920088	5.927893	5.944575	6.179839	5.538847	5.572879	5.9077	5.818514	6.107098	5.890031	6.181977	5.765563	5.966378	6.330924	6.1429	5.812363	6.175516	5.915433	5.752534	5.829457	5.882779	5.980457	6.100714	5.905143	6.439296	6.082687	6.069963	6.138948	5.907792	5.991559	6.175848	5.890533	5.862282	5.923488	6.640585	6.82696	6.7908	6.713413	7.021479	6.623401	7.028753	6.531602	6.885144	6.74165	6.944542	6.70155	7.027439	6.746343	6.986832	6.668731	6.545638	6.67528	6.907911	6.528245	6.837436	6.799329	7.040701	6.747261	6.711993	6.944593	6.98214	6.80318	6.883586	6.73158	6.671322	7.100792	6.837436	6.934573	6.713155	7.17555	6.719492	6.906089
203288_at	7.908741	8.752857	8.731135	7.83289	8.442382	8.740507	7.827371	8.760324	9.024852	8.778001	8.113995	7.663889	7.871283	8.96328	8.633689	8.140433	8.65576	7.991899	8.275848	8.624668	8.455316	8.808774	8.390176	8.596646	8.328269	8.507148	8.850052	8.873599	8.649685	8.384001	7.80395	8.608941	7.587768	7.679207	8.940508	8.344307	8.747568	8.478489	8.477112	8.37198	8.616086	9.068048	8.339577	8.209354	8.863182	8.862042	8.720575	8.793095	8.351447	8.436011	8.433548	8.426754	7.691903	8.534929	8.738411	8.712352	8.650454	8.466636	8.299154	8.862724	8.486708	9.002659	8.862142	8.862142	8.409627	8.446148	8.569097	8.480269	8.31595	9.101037	8.858988	9.139886	9.319974	8.994553	8.625651	9.272465	8.855412	8.90876	9.567647	8.704438	8.952526	8.731039	8.784839	8.696988	9.571718	8.734172	9.223303	9.578288	8.436705	9.587169	9.047184
217744_s_at	9.063691	8.383016	10.583886	8.79898	9.002923	8.459657	6.988788	9.86266	8.171737	9.306245	8.554752	10.165762	9.752349	9.418833	7.728443	8.645376	7.790292	7.339349	9.332304	8.593259	9.043687	9.55187	7.841741	7.961682	9.035114	9.104251	9.093839	7.372863	6.720604	8.30608	8.843451	9.4083	8.599872	10.528314	9.622722	9.224034	9.646022	9.293373	8.88584	9.18691	8.78589	10.710504	9.975196	9.151236	8.461895	9.014262	9.167714	9.079223	8.068912	10.418389	8.948727	8.660405	9.262142	9.032385	9.810409	10.575372	10.84943	7.6928	9.847771	9.663378	9.599551	10.185	8.780084	11.321381	11.35145	8.26671	10.484168	7.920022	9.885652	10.511741	10.605274	9.890933	10.791542	10.250302	9.885652	11.868019	10.422045	10.4798	9.741857	9.155761	7.776621	8.636654	9.938058	9.485809	9.663299	10.090084	9.334824	10.548687	8.949023	9.541558	10.050921
208835_s_at	9.853989	9.292046	8.781514	9.15315	10.096263	10.594341	10.556436	9.276808	10.570757	9.005663	9.257226	9.095491	9.358983	8.958171	10.039677	9.649243	9.603883	9.583684	9.148168	8.424037	8.981918	7.663716	10.349376	10.247911	10.158985	9.334509	10.487313	10.628276	8.434518	8.717703	8.806638	11.008744	10.464834	9.298545	10.300619	9.911469	10.251011	10.376819	9.535602	8.967244	10.807112	10.782175	10.402091	9.466184	9.212347	9.844041	9.79465	9.451899	10.690428	10.277891	8.721323	9.034353	9.541615	9.600115	8.845591	9.694562	8.767239	8.551314	8.92486	9.035679	9.072195	9.29365	9.89621	8.423682	9.262463	8.722805	8.240965	8.788369	8.514487	10.198716	9.13428	9.598092	9.14923	9.453204	9.22949	8.676075	9.648441	9.292415	8.691292	9.00376	9.360411	9.933963	9.176193	9.236667	9.280459	8.60118	9.199136	9.859433	8.911237	9.688525	8.985038
202087_s_at	8.856198	8.464909	8.220303	9.719033	9.396946	8.978884	8.338095	9.011217	8.843738	9.063475	8.466488	9.484186	9.809472	8.706865	8.567874	9.431779	8.683259	8.623919	9.140995	8.733771	8.613069	8.09094	8.313727	8.63923	8.624387	8.298214	8.569047	8.964108	9.410468	8.48862	10.250355	8.490036	8.802858	8.653706	8.615514	8.787052	8.37997	8.460647	8.891533	8.602468	9.143155	7.788398	9.13434	8.794537	8.562687	8.743196	8.186723	8.591899	8.598501	7.629138	9.060067	9.228732	9.510509	8.888111	10.167249	9.481299	8.877787	8.65473	9.173937	10.01966	9.713741	9.827739	9.461275	10.275962	9.958874	11.021058	10.428807	9.454723	9.655759	8.753561	10.187315	9.225625	10.205097	10.093686	9.117939	10.730483	9.023875	10.471562	10.087356	10.096468	9.505059	9.569815	10.267433	10.609507	9.492513	9.92918	9.606917	9.133694	8.966686	8.685968	9.648006
200791_s_at	10.696217	10.067228	11.526763	9.973375	10.159805	9.234762	10.206101	10.216022	10.289265	10.249118	10.099189	9.47943	10.647317	10.160844	9.915829	10.332066	9.945742	10.182796	10.337071	10.452109	10.031265	10.190949	9.429228	9.97335	10.734162	10.988241	10.024451	10.164889	9.983645	9.71822	10.470825	9.959334	9.539451	9.923845	10.212567	9.906717	10.198361	10.217419	10.143195	10.679847	9.914635	9.808447	10.380922	9.806896	10.403721	10.007614	10.166388	10.020406	9.654997	9.814394	10.09299	10.447078	9.880455	10.61516	10.491575	10.700093	10.70521	9.473746	10.491249	10.248435	9.989765	10.42081	10.519155	10.202041	10.25362	10.031507	10.08692	10.362856	10.034801	10.366039	10.245792	10.679843	10.463884	10.153715	10.720488	10.476203	10.161665	11.036537	10.499571	10.303649	10.926416	9.827118	10.42081	10.18606	10.739863	10.836294	10.259332	10.707292	10.295791	10.14955	10.78214
217306_at	4.032174	4.003191	4.043247	3.855755	4.069531	4.156312	4.050148	4.061871	4.039957	3.928924	3.889686	3.9941	4.028954	3.984273	4.02795	3.936791	4.037094	4.167865	3.950669	3.94875	4.055229	4.10987	4.017103	4.029153	3.955211	3.968951	3.9089	4.041332	4.093221	3.972895	4.009173	4.020375	4.170126	3.979906	3.886102	4.127439	3.871257	3.942538	4.015806	4.036126	3.947437	4.047225	4.167352	4.159461	4.042614	3.939574	3.906772	4.051236	3.990892	3.991956	3.969882	4.044462	4.002986	4.289186	4.38793	4.225603	4.328662	4.273569	4.438715	4.404072	4.441395	4.357913	4.37123	4.435086	4.462345	4.420234	4.303639	4.344799	4.383441	4.305977	4.348022	4.300827	4.290215	4.374731	4.349876	4.353746	4.396572	4.25928	4.414848	4.387264	4.323679	4.380463	4.390377	4.270827	4.312863	4.412835	4.321096	4.389658	4.461638	4.481787	4.322746
222091_at	6.775652	6.646276	6.698622	6.718403	6.66742	6.759309	6.692672	6.615593	6.82965	6.730221	7.090874	6.686263	6.301465	6.629459	6.735131	7.165908	6.715786	6.566664	6.482036	6.562264	6.529229	6.92036	6.621578	6.742371	6.711158	6.693981	6.78269	6.688008	6.701779	6.537543	6.836192	6.659052	6.91551	6.618253	6.573695	6.797474	6.500748	6.78861	6.957911	6.695846	6.647059	6.811022	7.000664	6.616405	6.876674	6.54703	6.846645	6.582807	6.753238	6.920184	6.681945	6.749831	6.458691	6.218612	6.202123	6.111566	5.873465	6.374091	6.200908	6.188822	6.039751	6.248916	6.080865	6.22702	6.349546	6.578193	6.2877	6.644113	6.448541	6.109302	6.490258	6.334682	6.218757	6.089655	6.146857	6.121799	6.217049	6.026007	6.404464	6.09901	6.172402	6.201313	6.149584	6.218612	6.155488	6.190945	6.089984	5.999808	6.070672	6.195683	6.397541
213705_at	7.222993	7.043915	6.175669	7.03402	7.031672	6.877218	7.75733	6.637624	7.11078	6.774273	6.645853	6.101797	6.24575	6.261326	7.148206	6.607189	6.843259	6.072739	6.187105	6.595641	6.40278	6.057614	7.273514	6.765997	6.783627	6.456495	7.807139	7.646022	6.67135	7.05406	6.601802	7.323412	7.070384	6.189844	7.290052	7.055178	6.766004	7.023292	6.59249	6.729575	8.136999	7.139283	7.51239	6.490513	6.477675	7.435479	7.246786	6.580605	7.399397	7.676916	6.266751	6.594903	6.520628	5.881541	5.437889	5.526863	5.321812	5.96253	5.721443	5.385143	5.625759	5.149844	6.280873	5.719646	5.223246	5.164109	5.488736	5.593735	5.009228	5.530391	5.445817	5.498287	5.734234	5.322107	5.426967	5.392226	5.212696	5.39666	5.894548	5.765084	5.322623	5.786771	4.959411	5.101605	6.370125	6.265764	6.225827	6.365139	5.666051	5.193005	5.391789
203798_s_at	5.56883	5.559711	5.255177	5.948374	5.487435	5.696073	5.318355	5.466224	5.253542	6.01066	5.680237	5.979866	5.763448	5.609072	5.999558	5.686696	5.761157	5.547306	5.823432	5.661448	5.933629	5.533246	5.525522	5.744115	5.532651	5.10905	5.522441	5.564504	5.600973	5.730883	5.499388	5.516661	5.627955	5.361033	5.565506	6.147435	5.228089	5.383951	6.110683	5.48763	5.489773	5.821192	5.731897	6.158016	5.767999	5.519002	5.790331	6.201094	5.415354	6.220692	5.438926	5.525778	5.614534	5.374061	5.086672	5.616643	5.442936	5.15811	4.988196	5.251852	5.000576	5.571728	5.015757	4.861037	5.324879	5.530975	5.61375	5.170987	5.634754	5.126548	5.208537	5.095929	5.022088	5.228124	4.934538	5.306817	5.363688	5.99851	5.53632	5.117615	5.226877	4.975622	5.120302	5.227116	5.242811	5.316888	5.049662	6.531081	5.21419	4.944155	5.468358
210933_s_at	7.325828	6.067129	5.982452	6.132061	6.284885	5.300066	5.49629	6.401077	6.661613	6.617791	5.699177	6.693284	6.50781	6.086583	5.678123	5.708417	5.969108	5.469678	6.061409	6.002814	6.113343	5.686613	5.8036	6.074838	6.132026	6.497836	5.936162	5.961503	6.445729	5.927576	7.82772	5.70445	5.745635	7.268386	6.008623	6.24784	5.961885	5.833084	6.54645	5.836726	6.224163	7.196556	6.429488	7.355236	5.930412	6.202992	6.337673	6.264501	5.850399	8.255179	6.121978	6.090207	5.799474	6.492371	6.122453	6.660646	6.442227	5.752824	6.45374	6.183357	6.132597	6.529697	5.941151	6.568805	6.464851	6.815832	6.766437	6.130196	7.279759	6.95698	7.28598	7.010285	6.270835	6.338682	6.146356	6.99809	6.244332	7.261174	6.658982	5.459351	6.511928	5.921986	6.498498	6.513582	5.979308	6.308093	6.223526	6.141387	5.376767	6.844497	6.16296
212751_at	8.572872	8.219505	8.461789	8.453255	7.854487	7.86582	8.262544	8.450268	8.109737	8.311768	7.707049	8.561515	7.987147	8.296503	7.689888	8.027663	8.501367	9.504775	8.622097	8.451017	8.4579	7.52058	7.654688	7.917153	8.450936	7.9755	7.613796	8.149734	8.359013	7.904865	8.324555	7.523776	7.758305	8.432237	8.074474	8.033377	8.683081	7.949664	8.099006	8.201991	7.748272	7.151067	7.931889	8.024952	8.154535	8.726265	7.983681	8.705175	8.410065	8.139159	7.926454	8.156995	8.482146	8.168498	7.684806	8.527343	8.682404	8.770531	7.998924	9.008258	9.517006	9.441518	8.270396	9.189666	8.129283	8.108835	8.039214	8.147324	8.541527	8.684966	8.426196	8.499375	8.768373	8.606325	8.321543	8.449242	8.391517	8.470202	7.99328	8.463812	8.181555	8.848557	9.295303	9.074831	8.886899	9.056467	8.32209	8.886159	8.533062	8.804624	8.798056
219011_at	6.773734	7.3923	6.519009	6.781786	7.245786	7.16191	7.166438	6.642579	7.406294	6.788989	7.17078	6.25145	6.547947	7.002091	7.694263	6.767792	7.371346	6.699434	6.93032	6.9246	6.988851	6.813243	7.347236	7.112942	6.897767	6.992088	7.783256	7.249037	7.507411	7.032472	7.416911	7.468119	6.981799	6.802482	6.802856	7.211141	6.879658	7.237983	7.144569	6.593017	7.160572	7.105052	6.983982	6.537721	7.057463	6.690991	7.629707	7.143942	6.955651	6.655625	7.133687	7.191348	6.484478	7.0902	7.404333	7.670173	7.508633	7.716275	7.994286	7.389617	7.276474	7.5793	7.718193	6.982677	8.191721	7.148243	7.185112	7.808862	7.442007	7.456517	7.378988	7.513097	7.212844	7.546682	7.143346	7.310623	7.035557	7.082327	7.563029	7.220787	7.566654	7.318492	6.804883	7.187631	7.309802	7.290272	7.580546	7.372294	7.091143	7.253567	7.746573
220819_at	7.495671	7.228364	7.369235	7.343111	7.451855	7.59963	7.400956	7.208536	7.393564	7.329835	7.664685	7.304944	7.303911	7.410554	7.62453	7.437111	7.198448	7.281497	7.379868	7.33867	7.351194	7.578066	7.400624	7.280524	7.267245	7.529056	7.414121	7.73485	7.319712	7.450246	7.300618	7.329244	7.458871	7.512307	7.296277	7.573103	7.265318	7.383678	7.54572	7.38243	7.384656	7.565655	7.656737	7.385825	7.649551	7.344399	7.523093	7.584922	7.299734	7.414418	7.386432	7.465999	7.310721	8.2164	8.292873	8.207512	8.160549	8.212335	8.507053	8.338095	8.158796	8.475545	8.11196	8.132589	8.365509	8.400052	8.20829	8.31493	8.452564	8.237698	8.368107	8.311824	8.172232	8.326014	8.207786	8.340666	8.266266	8.178959	8.654381	8.180866	8.098137	8.298108	8.282807	8.142492	8.384434	7.985973	8.165655	8.325592	8.258729	8.565274	8.41571
209199_s_at	7.448929	7.615182	7.467198	7.451191	8.243457	8.328999	7.374529	7.839532	8.73181	8.355192	8.104819	7.849748	8.366612	8.343441	8.534429	7.972929	8.51976	7.534116	8.542252	8.208286	7.995069	8.21331	8.070667	8.100481	7.469853	8.044186	8.364058	8.408281	8.799793	7.761421	9.092161	7.919579	8.954168	8.559872	8.083577	7.742919	8.609067	8.03075	7.939896	7.741533	7.353351	8.619268	7.317296	7.638637	8.453194	8.044969	7.882616	7.851955	7.558367	6.942269	8.250557	7.749184	7.978882	8.135922	8.050193	8.21447	8.036987	6.796463	8.292048	7.860605	8.203383	8.083121	7.738334	7.643874	7.925979	8.512603	8.617017	7.477502	7.873327	8.755688	8.544472	8.458611	7.910007	7.386126	7.776199	7.572277	7.925671	8.832982	9.020647	7.540579	8.052277	7.529927	8.062201	7.954402	8.60613	8.366689	8.142189	8.359692	7.922015	7.513228	7.82916
211178_s_at	6.755078	6.722866	6.478627	6.498889	7.096059	7.032998	7.457152	6.246472	7.011221	7.01371	7.041847	6.827755	7.150295	6.641177	6.703281	8.069099	6.790568	6.282344	7.01206	6.726818	6.500232	6.758713	6.74891	6.866777	6.520073	6.469889	6.815138	6.586572	7.149296	6.753099	6.944246	6.738702	7.303607	7.066242	6.25334	6.70007	6.783889	6.666198	6.966194	6.916963	6.731762	6.993198	6.54653	6.612349	7.103824	6.669298	7.163258	6.608424	6.369058	6.619487	7.594783	6.827964	7.255401	7.185963	6.86995	6.018629	6.015281	6.135944	6.099894	6.601006	6.275859	6.456276	6.309846	6.04837	6.90259	7.117995	6.730335	6.485579	6.277915	6.319938	6.79887	6.287545	6.345662	6.261843	6.07705	6.217501	5.962109	6.731609	6.252706	6.230703	6.14946	6.15555	6.450866	6.642622	6.102784	5.98955	6.280927	5.990229	6.217598	5.963303	6.23332
220617_s_at	10.32064	9.356959	8.613496	8.954898	9.596294	9.772878	7.769264	10.24455	8.883879	9.593776	8.873402	9.474091	9.060469	9.577607	9.186114	9.414138	9.068028	8.361152	9.421082	9.46582	9.946853	9.178423	9.241482	8.963703	9.228914	8.794658	9.697799	9.056517	9.915382	9.397069	9.593733	9.816583	8.483352	9.425971	9.665063	9.314425	9.146588	9.041435	9.453817	8.942309	9.548347	9.996626	8.823815	9.111641	9.575849	9.376272	9.402781	9.34324	9.193145	10.052815	9.348602	8.724109	8.486423	8.168481	9.277064	8.733974	8.823471	8.001264	9.035823	9.202941	9.564002	9.209398	9.438683	9.946893	8.782671	9.233929	8.85414	8.78855	8.976576	9.035823	9.588056	9.226053	8.883799	9.145652	8.733447	9.426475	8.800698	9.716702	9.185473	9.380213	8.856275	8.677305	8.837303	9.383455	8.542392	8.898253	8.690608	8.393541	7.310581	11.085935	9.640278
